Rot.No.	 yy  	mm    day   	  Date    	Julian date
   927  	1923 	 1   4.8570 	1923.01057	2423424.35703
   928  	1923 	 2   1.1976 	1923.08547	2423451.69759
   929  	1923 	 2  28.5358 	1923.16037	2423479.03578
   930  	1923 	 3  27.8496 	1923.23520	2423506.34956
   931  	1923 	 4  24.1218 	1923.30992	2423533.62184
   932  	1923 	 5  21.3515 	1923.38452	2423560.85153
   933  	1923 	 6  17.5540 	1923.45905	2423588.05404
   934  	1923 	 7  14.7529 	1923.53357	2423615.25294
   935  	1923 	 8  10.9695 	1923.60814	2423642.46953
   936  	1923 	 9   7.2149 	1923.68278	2423669.71486
   937  	1923 	10   4.4880 	1923.75750	2423696.98802
   938  	1923 	10  31.7816 	1923.83228	2423724.28159
   939  	1923 	11  28.0901 	1923.90710	2423751.59006
   940  	1923 	12  25.4131 	1923.98195	2423778.91312
   941  	1924 	 1  21.7492 	1924.05669	2423806.24916
   942  	1924 	 2  18.0908 	1924.13140	2423833.59075
   943  	1924 	 3  16.4168 	1924.20606	2423860.91678
   944  	1924 	 4  12.7065 	1924.28062	2423888.20646
   945  	1924 	 5   9.9517 	1924.35506	2423915.45172
   946  	1924 	 6   6.1622 	1924.42941	2423942.66222
   947  	1924 	 7   3.3596 	1924.50371	2423969.85961
   948  	1924 	 7  30.5673 	1924.57805	2423997.06725
   949  	1924 	 8  26.8009 	1924.65246	2424024.30086
   950  	1924 	 9  23.0639 	1924.72695	2424051.56394
   951  	1924 	10  20.3506 	1924.80150	2424078.85054
   952  	1924 	11  16.6536 	1924.87610	2424106.15359
   953  	1924 	12  13.9709 	1924.95074	2424133.47086
   954  	1925 	 1  10.3019 	1925.02548	2424160.80190
   955  	1925 	 2   6.6436 	1925.10039	2424188.14361
   956  	1925 	 3   5.9784 	1925.17528	2424215.47840
   957  	1925 	 4   2.2841 	1925.25009	2424242.78411
   958  	1925 	 4  29.5465 	1925.32478	2424270.04646
   959  	1925 	 5  26.7684 	1925.39937	2424297.26839
   960  	1925 	 6  22.9680 	1925.47388	2424324.46795
   961  	1925 	 7  20.1691 	1925.54841	2424351.66913
   962  	1925 	 8  16.3915 	1925.62299	2424378.89152
   963  	1925 	 9  12.6434 	1925.69765	2424406.14341
   964  	1925 	10   9.9218 	1925.77239	2424433.42179
   965  	1925 	11   6.2190 	1925.84718	2424460.71896
   966  	1925 	12   3.5305 	1925.92200	2424488.03052
   967  	1925 	12  30.8569 	1925.99687	2424515.35684
   968  	1926 	 1  27.1950 	1926.07177	2424542.69501
   969  	1926 	 2  23.5351 	1926.14667	2424570.03510
   970  	1926 	 3  22.8547 	1926.22152	2424597.35471
   971  	1926 	 4  19.1348 	1926.29626	2424624.63484
   972  	1926 	 5  16.3713 	1926.37088	2424651.87127
   973  	1926 	 6  12.5770 	1926.44542	2424679.07698
   974  	1926 	 7   9.7749 	1926.51993	2424706.27487
   975  	1926 	 8   5.9873 	1926.59449	2424733.48729
   976  	1926 	 9   2.2274 	1926.66912	2424760.72743
   977  	1926 	 9  29.4962 	1926.74383	2424787.99619
   978  	1926 	10  26.7867 	1926.81859	2424815.28668
   979  	1926 	11  23.0926 	1926.89340	2424842.59258
   980  	1926 	12  20.4129 	1926.96825	2424869.91287
   981  	1927 	 1  16.7467 	1927.04314	2424897.24667
   982  	1927 	 2  13.0886 	1927.11805	2424924.58862
   983  	1927 	 3  12.4190 	1927.19293	2424951.91902
   984  	1927 	 4   8.7162 	1927.26772	2424979.21618
   985  	1927 	 5   5.9691 	1927.34238	2425006.46911
   986  	1927 	 6   2.1845 	1927.41694	2425033.68448
   987  	1927 	 6  29.3825 	1927.49146	2425060.88251
   988  	1927 	 7  26.5870 	1927.56599	2425088.08699
   989  	1927 	 8  22.8155 	1927.64059	2425115.31547
   990  	1927 	 9  19.0736 	1927.71527	2425142.57358
   991  	1927 	10  16.3565 	1927.79002	2425169.85654
   992  	1927 	11  12.6569 	1927.86481	2425197.15687
   993  	1927 	12   9.9715 	1927.93965	2425224.47148
   994  	1928 	 1   6.3000 	1928.01448	2425251.79997
   995  	1928 	 2   2.6409 	1928.08918	2425279.14088
   996  	1928 	 2  29.9786 	1928.16388	2425306.47856
   997  	1928 	 3  28.2909 	1928.23850	2425333.79090
   998  	1928 	 4  24.5613 	1928.31301	2425361.06127
   999  	1928 	 5  21.7894 	1928.38740	2425388.28940
  1000  	1928 	 6  17.9912 	1928.46172	2425415.49123
  1001  	1928 	 7  15.1905 	1928.53604	2425442.69049
  1002  	1928 	 8  11.4082 	1928.61040	2425469.90816
  1003  	1928 	 9   7.6548 	1928.68485	2425497.15479
  1004  	1928 	10   4.9290 	1928.75937	2425524.42902
  1005  	1928 	11   1.2233 	1928.83394	2425551.72330
  1006  	1928 	11  28.5324 	1928.90856	2425579.03236
  1007  	1928 	12  25.8560 	1928.98321	2425606.35603
  1008  	1929 	 1  22.1925 	1929.05806	2425633.69244
  1009  	1929 	 2  18.5338 	1929.13297	2425661.03375
  1010  	1929 	 3  17.8585 	1929.20783	2425688.35854
  1011  	1929 	 4  14.1464 	1929.28259	2425715.64634
  1012  	1929 	 5  11.3899 	1929.35723	2425742.88987
  1013  	1929 	 6   7.5994 	1929.43178	2425770.09943
  1014  	1929 	 7   4.7970 	1929.50629	2425797.29697
  1015  	1929 	 8   1.0057 	1929.58084	2425824.50566
  1016  	1929 	 8  28.2407 	1929.65545	2425851.74068
  1017  	1929 	 9  24.5050 	1929.73015	2425879.00498
  1018  	1929 	10  21.7924 	1929.80491	2425906.29237
  1019  	1929 	11  18.0959 	1929.87971	2425933.59587
  1020  	1929 	12  15.4136 	1929.95456	2425960.91354
  1021  	1930 	 1  11.7449 	1930.02944	2425988.24492
  1022  	1930 	 2   8.0865 	1930.10435	2426015.58653
  1023  	1930 	 3   7.4204 	1930.17923	2426042.92042
  1024  	1930 	 4   3.7245 	1930.25404	2426070.22444
  1025  	1930 	 4  30.9850 	1930.32873	2426097.48501
  1026  	1930 	 5  28.2057 	1930.40330	2426124.70573
  1027  	1930 	 6  24.4051 	1930.47782	2426151.90510
  1028  	1930 	 7  21.6071 	1930.55235	2426179.10707
  1029  	1930 	 8  17.8308 	1930.62693	2426206.33079
  1030  	1930 	 9  14.0840 	1930.70160	2426206.33079
  1031  	1930 	10  11.3633 	1930.77634	2426260.86333
  1032  	1930 	11   7.6611 	1930.85113	2426288.16105
  1033  	1930 	12   4.9731 	1930.92595	2426315.47308
  1034  	1931 	 1   1.2988 	1931.00082	2426342.79882
  1035  	1931 	 1  28.6383 	1931.07572	2426370.13829
  1036  	1931 	 2  24.9779 	1931.15062	2426397.47792
  1037  	1931 	 3  24.2961 	1931.22547	2426424.79612
  1038  	1931 	 4  20.5744 	1931.30020	2426452.07436
  1039  	1931 	 5  17.8092 	1931.37482	2426479.30916
  1040  	1931 	 6  14.0141 	1931.44935	2426506.51406
  1041  	1931 	 7  11.2122 	1931.52387	2426533.71219
  1042  	1931 	 8   7.4257 	1931.59843	2426560.92566
  1043  	1931 	 9   3.6671 	1931.67306	2426588.16712
  1044  	1931 	 9  30.9370 	1931.74777	2426615.43703
  1045  	1931 	10  28.2283 	1931.82254	2426642.72832
  1046  	1931 	11  24.5349 	1931.89736	2426670.03487
  1047  	1931 	12  21.8558 	1931.97221	2426697.35583
  1048  	1932 	 1  18.1902 	1932.04697	2426724.69016
  1049  	1932 	 2  14.5320 	1932.12167	2426752.03200
  1050  	1932 	 3  12.8613 	1932.19634	2426779.36130
  1051  	1932 	 4   9.1566 	1932.27092	2426806.65655
  1052  	1932 	 5   6.4075 	1932.34538	2426833.90750
  1053  	1932 	 6   2.6216 	1932.41973	2426861.12156
  1054  	1932 	 6  29.8194 	1932.49404	2426888.31939
  1055  	1932 	 7  27.0247 	1932.56837	2426915.52469
  1056  	1932 	 8  23.2546 	1932.64277	2426942.75456
  1057  	1932 	 9  19.5141 	1932.71725	2426970.01407
  1058  	1932 	10  16.7981 	1932.79180	2426997.29813
  1059  	1932 	11  13.0992 	1932.86639	2427024.59924
  1060  	1932 	12  10.4145 	1932.94102	2427051.91453
  1061  	1933 	 1   6.7436 	1933.01574	2427079.24356
  1062  	1933 	 2   3.0845 	1933.09064	2427106.58454
  1063  	1933 	 3   2.4214 	1933.16554	2427133.92137
  1064  	1933 	 3  29.7319 	1933.24036	2427161.23190
  1065  	1933 	 4  26.0002 	1933.31507	2427188.50014
  1066  	1933 	 5  23.2266 	1933.38966	2427215.72661
  1067  	1933 	 6  19.4278 	1933.46419	2427242.92784
  1068  	1933 	 7  16.6276 	1933.53871	2427270.12763
  1069  	1933 	 8  12.8466 	1933.61328	2427297.34661
  1070  	1933 	 9   9.0948 	1933.68793	2427324.59476
  1071  	1933 	10   6.3702 	1933.76266	2427351.87021
  1072  	1933 	11   2.6653 	1933.83744	2427379.16534
  1073  	1933 	11  29.9751 	1933.91226	2427406.47505
  1074  	1933 	12  27.2993 	1933.98712	2427406.47505
  1075  	1934 	 1  23.6361 	1934.06202	2427461.13608
  1076  	1934 	 2  19.9770 	1934.13692	2427488.47701
  1077  	1934 	 3  19.3005 	1934.21178	2427515.80045
  1078  	1934 	 4  15.5863 	1934.28654	2427543.08631
  1079  	1934 	 5  12.8280 	1934.36117	2427570.32802
  1080  	1934 	 6   9.0366 	1934.43572	2427597.53657
  1081  	1934 	 7   6.2342 	1934.51023	2427624.73416
  1082  	1934 	 8   2.4438 	1934.58478	2427651.94376
  1083  	1934 	 8  29.6801 	1934.65940	2427679.18007
  1084  	1934 	 9  25.9455 	1934.73410	2427706.44552
  1085  	1934 	10  23.2337 	1934.80886	2427733.73372
  1086  	1934 	11  19.5378 	1934.88367	2427761.03782
  1087  	1934 	12  16.8562 	1934.95851	2427788.35616
  1088  	1935 	 1  13.1882 	1935.03339	2427815.68816
  1089  	1935 	 2   9.5299 	1935.10830	2427843.02993
  1090  	1935 	 3   8.8630 	1935.18319	2427870.36304
  1091  	1935 	 4   5.1654 	1935.25799	2427897.66544
  1092  	1935 	 5   2.4241 	1935.33267	2427924.92409
  1093  	1935 	 5  29.6434 	1935.40724	2427952.14339
  1094  	1935 	 6  25.8423 	1935.48176	2427979.34229
  1095  	1935 	 7  23.0448 	1935.55629	2428006.54475
  1096  	1935 	 8  19.2696 	1935.63088	2428033.76955
  1097  	1935 	 9  15.5240 	1935.70555	2428061.02397
  1098  	1935 	10  12.8042 	1935.78029	2428088.30425
  1099  	1935 	11   9.1027 	1935.85508	2428115.60270
  1100  	1935 	12   6.4155 	1935.92991	2428142.91547
  1101  	1936 	 1   2.7420 	1936.00476	2428170.24201
  1102  	1936 	 1  30.0820 	1936.07946	2428197.58197
  1103  	1936 	 2  26.4212 	1936.15416	2428224.92122
  1104  	1936 	 3  24.7380 	1936.22879	2428252.23802
  1105  	1936 	 4  21.0142 	1936.30332	2428279.51424
  1106  	1936 	 5  18.2472 	1936.37772	2428306.74721
  1107  	1936 	 6  14.4512 	1936.45205	2428333.95116
  1108  	1936 	 7  11.6494 	1936.52636	2428361.14938
  1109  	1936 	 8   7.8638 	1936.60072	2428388.36377
  1110  	1936 	 9   4.1065 	1936.67515	2428415.60649
  1111  	1936 	10   1.3775 	1936.74967	2428442.87755
  1112  	1936 	10  28.6697 	1936.82423	2428470.16969
  1113  	1936 	11  24.9770 	1936.89884	2428497.47697
  1114  	1936 	12  22.2987 	1936.97349	2428524.79869
  1115  	1937 	 1  18.6336 	1937.04831	2428552.13361
  1116  	1937 	 2  14.9754 	1937.12322	2428579.47542
  1117  	1937 	 3  14.3037 	1937.19809	2428606.80366
  1118  	1937 	 4  10.5971 	1937.27287	2428634.09709
  1119  	1937 	 5   7.8462 	1937.34752	2428661.34617
  1120  	1937 	 6   4.0591 	1937.42208	2428688.55906
  1121  	1937 	 7   1.2567 	1937.49659	2428715.75672
  1122  	1937 	 7  28.4628 	1937.57113	2428742.96281
  1123  	1937 	 8  24.6939 	1937.64574	2428770.19392
  1124  	1937 	 9  20.9546 	1937.72042	2428797.45459
  1125  	1937 	10  18.2394 	1937.79518	2428824.73942
  1126  	1937 	11  14.5411 	1937.86998	2428852.04105
  1127  	1937 	12  11.8568 	1937.94481	2428879.35684
  1128  	1938 	 1   8.1864 	1938.01969	2428906.68640
  1129  	1938 	 2   4.5276 	1938.09460	2428934.02756
  1130  	1938 	 3   3.8638 	1938.16949	2428961.36377
  1131  	1938 	 3  31.1729 	1938.24431	2428988.67287
  1132  	1938 	 4  27.4394 	1938.31901	2429015.93936
  1133  	1938 	 5  24.6645 	1938.39360	2429043.16453
  1134  	1938 	 6  20.8653 	1938.46812	2429070.36534
  1135  	1938 	 7  18.0656 	1938.54265	2429097.56565
  1136  	1938 	 8  14.2857 	1938.61722	2429124.78573
  1137  	1938 	 9  10.5350 	1938.69188	2429152.03502
  1138  	1938 	10   7.8113 	1938.76661	2429179.31128
  1139  	1938 	11   4.1069 	1938.84139	2429206.60689
  1140  	1938 	12   1.4170 	1938.91621	2429233.91703
  1141  	1938 	12  28.7419 	1938.99107	2429261.24184
  1142  	1939 	 1  25.0791 	1939.06597	2429288.57906
  1143  	1939 	 2  21.4199 	1939.14088	2429315.91985
  1144  	1939 	 3  20.7422 	1939.21573	2429343.24223
  1145  	1939 	 4  17.0264 	1939.29048	2429370.52642
  1146  	1939 	 5  14.2666 	1939.36511	2429397.76655
  1147  	1939 	 6  10.4742 	1939.43966	2429424.97422
  1148  	1939 	 7   7.6719 	1939.51417	2429452.17188
  1149  	1939 	 8   3.8823 	1939.58872	2429479.38230
  1150  	1939 	 8  31.1197 	1939.66334	2429506.61973
  1151  	1939 	 9  27.3861 	1939.73804	2429533.88613
  1152  	1939 	10  24.6750 	1939.81281	2429561.17494
  1153  	1939 	11  20.9795 	1939.88762	2429588.47955
  1154  	1939 	12  18.2985 	1939.96246	2429615.79847
  1155  	1940 	 1  14.6311 	1940.03724	2429643.13106
  1156  	1940 	 2  10.9730 	1940.11195	2429670.47297
  1157  	1940 	 3   9.3053 	1940.18663	2429697.80531
  1158  	1940 	 4   5.6061 	1940.26122	2429725.10612
  1159  	1940 	 5   2.8630 	1940.33569	2429752.36299
  1160  	1940 	 5  30.0811 	1940.41006	2429779.58105
  1161  	1940 	 6  26.2797 	1940.48437	2429806.77970
  1162  	1940 	 7  23.4829 	1940.55870	2429833.98286
  1163  	1940 	 8  19.7089 	1940.63308	2429861.20890
  1164  	1940 	 9  15.9646 	1940.70755	2429888.46456
  1165  	1940 	10  13.2457 	1940.78209	2429915.74571
  1166  	1940 	11   9.5447 	1940.85668	2429943.04472
  1167  	1940 	12   6.8580 	1940.93131	2429970.35796
  1168  	1941 	 1   3.1850 	1941.00599	2429997.68497
  1169  	1941 	 1  30.5251 	1941.08089	2430025.02507
  1170  	1941 	 2  26.8637 	1941.15579	2430052.36369
  1171  	1941 	 3  26.1790 	1941.23063	2430079.67898
  1172  	1941 	 4  22.4533 	1941.30535	2430106.95332
  1173  	1941 	 5  19.6848 	1941.37996	2430134.18480
  1174  	1941 	 6  15.8882 	1941.45449	2430161.38822
  1175  	1941 	 7  13.0870 	1941.52901	2430188.58697
  1176  	1941 	 8   9.3026 	1941.60357	2430215.80264
  1177  	1941 	 9   5.5468 	1941.67821	2430243.04679
  1178  	1941 	10   2.8189 	1941.75293	2430270.31895
  1179  	1941 	10  30.1117 	1941.82770	2430297.61172
  1180  	1941 	11  26.4194 	1941.90252	2430324.91940
  1181  	1941 	12  23.7415 	1941.97737	2430352.24149
  1182  	1942 	 1  20.0767 	1942.05226	2430379.57668
  1183  	1942 	 2  16.4182 	1942.12717	2430406.91817
  1184  	1942 	 3  15.7453 	1942.20204	2430434.24528
  1185  	1942 	 4  12.0370 	1942.27681	2430461.53697
  1186  	1942 	 5   9.2844 	1942.35146	2430488.78440
  1187  	1942 	 6   5.4964 	1942.42602	2430515.99640
  1188  	1942 	 7   2.6942 	1942.50053	2430543.19420
  1189  	1942 	 7  29.9013 	1942.57507	2430570.40126
  1190  	1942 	 8  26.1337 	1942.64968	2430597.63370
  1191  	1942 	 9  22.3955 	1942.72437	2430624.89552
  1192  	1942 	10  19.6811 	1942.79913	2430652.18105
  1193  	1942 	11  15.9831 	1942.87393	2430679.48309
  1194  	1942 	12  13.2993 	1942.94877	2430706.79928
  1195  	1943 	 1   9.6293 	1943.02364	2430734.12928
  1196  	1943 	 2   5.9705 	1943.09855	2430761.47053
  1197  	1943 	 3   5.3060 	1943.17344	2430788.80603
  1198  	1943 	 4   1.6136 	1943.24826	2430816.11360
  1199  	1943 	 4  28.8783 	1943.32295	2430843.37829
  1200  	1943 	 5  26.1021 	1943.39754	2430870.60211
  1201  	1943 	 6  22.3025 	1943.47206	2430897.80253
  1202  	1943 	 7  19.5034 	1943.54658	2430925.00343
  1203  	1943 	 8  15.7247 	1943.62116	2430952.22472
  1204  	1943 	 9  11.9753 	1943.69582	2430979.47531
  1205  	1943 	10   9.2526 	1943.77055	2431006.75257
  1206  	1943 	11   5.5489 	1943.84534	2431034.04885
  1207  	1943 	12   2.8596 	1943.92016	2431061.35957
  1208  	1943 	12  30.1850 	1943.99503	2431088.68500
  1209  	1944 	 1  26.5226 	1944.06973	2431116.02257
  1210  	1944 	 2  22.8630 	1944.14443	2431143.36294
  1211  	1944 	 3  21.1839 	1944.21908	2431170.68392
  1212  	1944 	 4  17.4661 	1944.29362	2431197.96610
  1213  	1944 	 5  14.7044 	1944.36804	2431225.20440
  1214  	1944 	 6  10.9111 	1944.44238	2431252.41110
  1215  	1944 	 7   8.1089 	1944.51669	2431279.60888
  1216  	1944 	 8   4.3203 	1944.59104	2431306.82034
  1217  	1944 	 8  31.5592 	1944.66546	2431334.05919
  1218  	1944 	 9  27.8269 	1944.73996	2431361.32689
  1219  	1944 	10  25.1167 	1944.81453	2431388.61666
  1220  	1944 	11  21.4220 	1944.88913	2431415.92196
  1221  	1944 	12  18.7416 	1944.96377	2431443.24155
  1222  	1945 	 1  15.0747 	1945.03856	2431470.57464
  1223  	1945 	 2  11.4164 	1945.11347	2431497.91645
  1224  	1945 	 3  10.7477 	1945.18835	2431525.24770
  1225  	1945 	 4   7.0466 	1945.26314	2431552.54661
  1226  	1945 	 5   4.3015 	1945.33781	2431579.80149
  1227  	1945 	 5  31.5183 	1945.41238	2431607.01825
  1228  	1945 	 6  27.7167 	1945.48689	2431607.01825
  1229  	1945 	 7  24.9206 	1945.56143	2431661.42060
  1230  	1945 	 8  21.1480 	1945.63602	2431688.64801
  1231  	1945 	 9  17.4050 	1945.71070	2431715.90502
  1232  	1945 	10  14.6872 	1945.78544	2431743.18715
  1233  	1945 	11  10.9868 	1945.86024	2431770.48679
  1234  	1945 	12   8.3006 	1945.93507	2431797.80059
  1235  	1946 	 1   4.6281 	1946.00994	2431825.12811
  1236  	1946 	 1  31.9684 	1946.08484	2431852.46839
  1237  	1946 	 2  28.3064 	1946.15974	2431879.80640
  1238  	1946 	 3  27.6202 	1946.23458	2431907.12019
  1239  	1946 	 4  23.8926 	1946.30929	2431934.39263
  1240  	1946 	 5  21.1226 	1946.38390	2431961.62257
  1241  	1946 	 6  17.3254 	1946.45843	2431988.82535
  1242  	1946 	 7  14.5245 	1946.53294	2432016.02448
  1243  	1946 	 8  10.7412 	1946.60751	2432043.24123
  1244  	1946 	 9   6.9867 	1946.68216	2432070.48666
  1245  	1946 	10   4.2598 	1946.75688	2432097.75980
  1246  	1946 	10  31.5533 	1946.83165	2432125.05326
  1247  	1946 	11  27.8615 	1946.90647	2432152.36153
  1248  	1946 	12  25.1843 	1946.98133	2432179.68431
  1249  	1947 	 1  21.5201 	1947.05622	2432207.02006
  1250  	1947 	 2  17.8615 	1947.13113	2432234.36150
  1251  	1947 	 3  17.1876 	1947.20599	2432261.68758
  1252  	1947 	 4  13.4775 	1947.28076	2432288.97751
  1253  	1947 	 5  10.7231 	1947.35541	2432316.22313
  1254  	1947 	 6   6.9339 	1947.42996	2432343.43394
  1255  	1947 	 7   4.1315 	1947.50447	2432370.63153
  1256  	1947 	 7  31.3392 	1947.57901	2432397.83922
  1257  	1947 	 8  27.5728 	1947.65362	2432425.07274
  1258  	1947 	 9  23.8356 	1947.72832	2432452.33560
  1259  	1947 	10  21.1219 	1947.80307	2432479.62194
  1260  	1947 	11  17.4247 	1947.87788	2432506.92468
  1261  	1947 	12  14.7417 	1947.95272	2432534.24164
  1262  	1948 	 1  11.0724 	1948.02752	2432561.57244
  1263  	1948 	 2   7.4141 	1948.10222	2432588.91405
  1264  	1948 	 3   5.7490 	1948.17691	2432616.24897
  1265  	1948 	 4   2.0550 	1948.25152	2432643.55499
  1266  	1948 	 4  29.3178 	1948.32600	2432670.81774
  1267  	1948 	 5  26.5400 	1948.40038	2432698.04003
  1268  	1948 	 6  22.7399 	1948.47470	2432725.23985
  1269  	1948 	 7  19.9411 	1948.54902	2432752.44112
  1270  	1948 	 8  16.1634 	1948.62340	2432779.66344
  1271  	1948 	 9  12.4152 	1948.69786	2432806.91521
  1272  	1948 	10   9.6934 	1948.77239	2432834.19343
  1273  	1948 	11   5.9904 	1948.84697	2432861.49041
  1274  	1948 	12   3.3018 	1948.92159	2432888.80178
  1275  	1948 	12  30.6279 	1948.99625	2432916.12791
  1276  	1949 	 1  26.9659 	1949.07114	2432943.46593
  1277  	1949 	 2  23.3060 	1949.14604	2432970.80598
  1278  	1949 	 3  22.6257 	1949.22089	2432998.12567
  1279  	1949 	 4  18.9060 	1949.29563	2433025.40597
  1280  	1949 	 5  16.1426 	1949.37025	2433052.64260
  1281  	1949 	 6  12.3484 	1949.44479	2433079.84845
  1282  	1949 	 7   9.5464 	1949.51931	2433107.04639
  1283  	1949 	 8   5.7588 	1949.59386	2433134.25881
  1284  	1949 	 9   1.9989 	1949.66849	2433161.49890
  1285  	1949 	 9  29.2676 	1949.74320	2433188.76760
  1286  	1949 	10  26.5580 	1949.81797	2433216.05802
  1287  	1949 	11  22.8638 	1949.89278	2433243.36383
  1288  	1949 	12  20.1840 	1949.96763	2433270.68397
  1289  	1950 	 1  16.5176 	1950.04251	2433298.01760
  1290  	1950 	 2  12.8595 	1950.11742	2433325.35946
  1291  	1950 	 3  12.1899 	1950.19230	2433352.68992
  1292  	1950 	 4   8.4873 	1950.26709	2433379.98729
  1293  	1950 	 5   5.7405 	1950.34175	2433407.24052
  1294  	1950 	 6   1.9562 	1950.41632	2433434.45619
  1295  	1950 	 6  29.1544 	1950.49083	2433461.65443
  1296  	1950 	 7  26.3590 	1950.56537	2433461.65443
  1297  	1950 	 8  22.5875 	1950.63997	2433516.08748
  1298  	1950 	 9  18.8454 	1950.71465	2433543.34544
  1299  	1950 	10  16.1282 	1950.78939	2433570.62816
  1300  	1950 	11  12.4282 	1950.86419	2433597.92818
  1301  	1950 	12   9.7424 	1950.93902	2433625.24242
  1302  	1951 	 1   6.0706 	1951.01389	2433652.57054
  1303  	1951 	 2   2.4112 	1951.08880	2433679.91123
  1304  	1951 	 3   1.7489 	1951.16370	2433707.24891
  1305  	1951 	 3  29.0615 	1951.23852	2433734.56149
  1306  	1951 	 4  25.3323 	1951.31324	2433761.83229
  1307  	1951 	 5  22.5609 	1951.38784	2433789.06088
  1308  	1951 	 6  18.7631 	1951.46236	2433816.26309
  1309  	1951 	 7  15.9626 	1951.53688	2433843.46256
  1310  	1951 	 8  12.1803 	1951.61145	2433870.68024
  1311  	1951 	 9   8.4267 	1951.68610	2433897.92674
  1312  	1951 	10   5.7007 	1951.76082	2433925.20071
  1313  	1951 	11   1.9947 	1951.83560	2433952.49469
  1314  	1951 	11  29.3034 	1951.91042	2433979.80345
  1315  	1951 	12  26.6269 	1951.98528	2434007.12684
  1316  	1952 	 1  22.9631 	1952.06001	2434034.46311
  1317  	1952 	 2  19.3045 	1952.13471	2434061.80446
  1318  	1952 	 3  17.6295 	1952.20937	2434089.12949
  1319  	1952 	 4  13.9177 	1952.28393	2434116.41767
  1320  	1952 	 5  11.1616 	1952.35836	2434143.66157
  1321  	1952 	 6   7.3714 	1952.43271	2434170.87139
  1322  	1952 	 7   4.5690 	1952.50702	2434198.06897
  1323  	1952 	 7  31.7775 	1952.58136	2434225.27753
  1324  	1952 	 8  28.0123 	1952.65577	2434252.51229
  1325  	1952 	 9  24.2763 	1952.73026	2434279.77628
  1326  	1952 	10  21.5634 	1952.80482	2434307.06339
  1327  	1952 	11  17.8667 	1952.87942	2434334.36666
  1328  	1952 	12  15.1842 	1952.95406	2434361.68417
  1329  	1953 	 1  11.5155 	1953.02881	2434389.01547
  1330  	1953 	 2   7.8571 	1953.10372	2434416.35714
  1331  	1953 	 3   7.1912 	1953.17861	2434443.69124
  1332  	1953 	 4   3.4956 	1953.25341	2434470.99562
  1333  	1953 	 4  30.7566 	1953.32810	2434498.25659
  1334  	1953 	 5  27.9776 	1953.40268	2434525.47763
  1335  	1953 	 6  24.1772 	1953.47720	2434552.67719
  1336  	1953 	 7  21.3792 	1953.55172	2434579.87919
  1337  	1953 	 8  17.6028 	1953.62631	2434607.10280
  1338  	1953 	 9  13.8559 	1953.70097	2434634.35584
  1339  	1953 	10  11.1349 	1953.77571	2434661.63493
  1340  	1953 	11   7.4324 	1953.85050	2434688.93238
  1341  	1953 	12   4.7441 	1953.92533	2434716.24412
  1342  	1954 	 1   1.0696 	1954.00019	2434743.56958
  1343  	1954 	 1  28.4088 	1954.07509	2434770.90883
  1344  	1954 	 2  24.7484 	1954.15000	2434798.24840
  1345  	1954 	 3  24.0668 	1954.22484	2434825.56676
  1346  	1954 	 4  20.3453 	1954.29958	2434852.84531
  1347  	1954 	 5  17.5805 	1954.37419	2434880.08049
  1348  	1954 	 6  13.7857 	1954.44873	2434907.28573
  1349  	1954 	 7  10.9841 	1954.52324	2434934.48407
  1350  	1954 	 8   7.1976 	1954.59780	2434961.69760
  1351  	1954 	 9   3.4390 	1954.67244	2434988.93899
  1352  	1954 	 9  30.7087 	1954.74715	2435016.20873
  1353  	1954 	10  27.9998 	1954.82192	2435043.49977
  1354  	1954 	11  24.3060 	1954.89673	2435070.80601
  1355  	1954 	12  21.6267 	1954.97158	2435098.12667
  1356  	1955 	 1  17.9608 	1955.04647	2435125.46075
  1357  	1955 	 2  14.3025 	1955.12138	2435152.80255
  1358  	1955 	 3  13.6320 	1955.19625	2435180.13204
  1359  	1955 	 4   9.9277 	1955.27103	2435207.42770
  1360  	1955 	 5   7.1791 	1955.34570	2435234.67913
  1361  	1955 	 6   3.3936 	1955.42026	2435261.89361
  1362  	1955 	 6  30.5917 	1955.49477	2435289.09166
  1363  	1955 	 7  27.7970 	1955.56931	2435316.29696
  1364  	1955 	 8  24.0266 	1955.64391	2435343.52661
  1365  	1955 	 9  20.2858 	1955.71859	2435370.78575
  1366  	1955 	10  17.5694 	1955.79334	2435398.06935
  1367  	1955 	11  13.8701 	1955.86814	2435425.37005
  1368  	1955 	12  11.1850 	1955.94297	2435452.68497
  1369  	1956 	 1   7.5138 	1956.01780	2435480.01378
  1370  	1956 	 2   3.8547 	1956.09250	2435507.35473
  1371  	1956 	 3   2.1918 	1956.16719	2435534.69181
  1372  	1956 	 3  29.5028 	1956.24181	2435562.00280
  1373  	1956 	 4  25.7716 	1956.31632	2435589.27159
  1374  	1956 	 5  22.9986 	1956.39071	2435616.49854
  1375  	1956 	 6  19.2001 	1956.46503	2435643.70006
  1376  	1956 	 7  16.3999 	1956.53934	2435670.89991
  1377  	1956 	 8  12.6187 	1956.61371	2435670.89991
  1378  	1956 	 9   8.8666 	1956.68816	2435725.36662
  1379  	1956 	10   6.1417 	1956.76268	2435752.64175
  1380  	1956 	11   2.4366 	1956.83726	2435779.93657
  1381  	1956 	11  29.7460 	1956.91187	2435807.24602
  1382  	1956 	12  27.0701 	1956.98653	2435834.57008
